cluster_id	priority_band	priority_score	recommended_next_action	cluster_confidence	representative_name	preferred_family_hint	node_count	root_row_count	search_lead_count	open_review_count	receipt_count	cluster_review_decision	cluster_review_receipt_path	cluster_review_parent_key	max_source_object_score	max_pair_evidence_score	record_kind_counts	inventory_status_counts	review_decision_counts	strict_keys	review_keys	manifest_paths	example_node_names
cluster_a_standardized_protocol_for_reporting_methods_when_using_drones_for_wildlife_res_b95b30c876f1	low	10	deprioritize_or_context_review	strict	A standardized protocol for reporting methods when using drones for wildlife research		2	0	2	2	0				1	1	candidate_bibliographic_paper=2	needs_triage_search_lead=2		doi:10.1139/juvs-2019-0011 | url:https://doi.org/10.1139/juvs-2019-0011 | title:a_standardized_protocol_for_reporting_methods_when_using_drones_for_wildlife_research		steps/searches/figure1/corporasearch-domain-expanded-crossfield-replication-datasets.json | steps/searches/figure1/corporasearch-domain-multifield-replication-database-effect-size.json	A standardized protocol for reporting methods when using drones for wildlife research
cluster_appendix_d_supplemental_27be8bfb039e	low	10	deprioritize_or_context_review	singleton	Appendix D supplemental		1	1	0	0	0				1	1	replication_project=1	catalog_integrated=1				data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv	Appendix D supplemental
cluster_concerns_about_replicability_across_two_crises_in_social_psychology_3b403bcf0a45	low	10	deprioritize_or_context_review	strict	Concerns About Replicability Across Two Crises in Social Psychology.		2	0	2	2	0				1	1	candidate_bibliographic_paper=2	needs_triage_search_lead=2		doi:10.5334/irsp.1036 | url:https://doi.org/10.5334/irsp.1036 | title:concerns_about_replicability_across_two_crises_in_social_psychology		steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json | steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json	Concerns About Replicability Across Two Crises in Social Psychology.
cluster_eerp_effectdata_py_2aafd97650d6	low	10	deprioritize_or_context_review	singleton	EERP effectdata.py	eerp	1	1	0	0	0				1	1	replication_project=1	catalog_not_integrated=1				data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv	EERP effectdata.py
cluster_laypeople_can_predict_which_social_science_studies_will_be_replicated_successful_582687bae77c	low	10	deprioritize_or_context_review	strict	Laypeople Can Predict Which Social-Science Studies Will Be Replicated Successfully	ssrp	2	0	2	2	0				1	1	candidate_bibliographic_paper=2	needs_triage_search_lead=2		doi:10.1177/2515245920919667 | url:https://doi.org/10.1177/2515245920919667 | title:laypeople_can_predict_which_social_science_studies_will_be_replicated_successfully		steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json | steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json	Laypeople Can Predict Which Social-Science Studies Will Be Replicated Successfully
cluster_li_2024_pd_1_pd_l1_phase_ii_iii_oncology_87fc4ab4bb7d	low	10	deprioritize_or_context_review	singleton	Li 2024 PD-1/PD-L1 phase II/III oncology		1	1	0	0	0				1	1	replication_project=1	staged_only=1				data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv	Li 2024 PD-1/PD-L1 phase II/III oncology
cluster_registered_replication_reports_per_lab_rows_04102b637af8	low	10	deprioritize_or_context_review	singleton	Registered Replication Reports per-lab rows		1	1	0	0	0				1	1	corpus_or_database=1	not_included=1				data/derived/effect_inflation_dataset/plot3_preregistered_source_catalog.csv	Registered Replication Reports per-lab rows
cluster_replication_data_for_the_nafta_example_in_chapter_9_of_spatial_analysis_for_the__6c092439986d	low	10	deprioritize_or_context_review	singleton	Replication Data for the NAFTA Example in Chapter 9 of Spatial Analysis for the Social Sciences		1	0	1	1	0				3	1	candidate_individual_paper_or_package=1	routed_to_individual_paper_search=1				steps/searches/figure1/corporasearch-repository-osf-dataverse-replication-project-effect-size.json	Replication Data for the NAFTA Example in Chapter 9 of Spatial Analysis for the Social Sciences
cluster_replication_data_for_the_turnout_example_in_chapter_5_of_spatial_analysis_for_th_6f6820aac46b	low	10	deprioritize_or_context_review	singleton	Replication Data for the Turnout Example in Chapter 5 of Spatial Analysis for the Social Sciences		1	0	1	1	0				3	1	candidate_individual_paper_or_package=1	routed_to_individual_paper_search=1				steps/searches/figure1/corporasearch-repository-osf-dataverse-replication-project-effect-size.json	Replication Data for the Turnout Example in Chapter 5 of Spatial Analysis for the Social Sciences
cluster_replication_data_for_the_turnout_example_in_chapter_6_of_spatial_analysis_for_th_ab44ee88d8ec	low	10	deprioritize_or_context_review	singleton	Replication Data for the Turnout Example in Chapter 6 of Spatial Analysis for the Social Sciences		1	0	1	1	0				3	1	candidate_individual_paper_or_package=1	routed_to_individual_paper_search=1				steps/searches/figure1/corporasearch-repository-osf-dataverse-replication-project-effect-size.json	Replication Data for the Turnout Example in Chapter 6 of Spatial Analysis for the Social Sciences
cluster_replication_without_repeating_ourselves_addressing_the_replication_crisis_in_ope_ed3895e02608	low	10	deprioritize_or_context_review	strict	Replication without repeating ourselves: Addressing the replication crisis in operations and supply chain management research		2	0	2	2	0				1	1	candidate_bibliographic_paper=1 | candidate_context_or_methods_paper=1	catalog_only_context_lead=1 | needs_triage_search_lead=1		doi:10.1002/joom.1120 | url:https://doi.org/10.1002/joom.1120 | title:replication_without_repeating_ourselves_addressing_the_replication_crisis_in_operations_and_supply_chain_management_research		steps/searches/figure1/corporasearch-domain-expanded-crossfield-replication-datasets.json | steps/searches/figure1/corporasearch-domain-multifield-replication-database-effect-size.json	Replication without repeating ourselves: Addressing the replication crisis in operations and supply chain management research
cluster_wils_2023_ibd_phase_ii_iii_9e86388ca105	low	10	deprioritize_or_context_review	singleton	Wils 2023 IBD phase II/III		1	1	0	0	0				1	1	replication_project=1	staged_only=1				data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv	Wils 2023 IBD phase II/III
cluster_allen_and_mehler_2019_registered_reports_support_rate_review_0f0db7c8a2ca	low	9	deprioritize_or_context_review	singleton	Allen and Mehler 2019 Registered Reports support-rate review		1	1	0	0	0				2	0	corpus_or_database=1	not_included=1				data/derived/effect_inflation_dataset/plot3_preregistered_source_catalog.csv	Allen and Mehler 2019 Registered Reports support-rate review
cluster_are_atrial_fibrillation_risk_loci_universally_applicable_insights_from_whole_gen_b1e1c5039981	low	9	deprioritize_or_context_review	singleton	Are Atrial Fibrillation Risk Loci Universally Applicable? Insights from Whole-Genome Sequencing in a Polish Population.		1	0	1	1	0				2	1	candidate_bibliographic_paper=1	needs_triage_search_lead=1				steps/searches/figure1/corporasearch-domain-multifield-replication-database-effect-size.json	Are Atrial Fibrillation Risk Loci Universally Applicable? Insights from Whole-Genome Sequencing in a Polish Population.
cluster_assessing_data_quality_in_citizen_science_d1d293a3f8b9	low	9	deprioritize_or_context_review	singleton	Assessing data quality in citizen science		1	0	1	1	0				2	1	candidate_bibliographic_paper=1	needs_triage_search_lead=1				steps/searches/figure1/corporasearch-domain-multifield-replication-database-effect-size.json	Assessing data quality in citizen science
cluster_continuously_cumulating_meta_analysis_and_replicability_7d1b4cfbc64a	low	9	deprioritize_or_context_review	singleton	Continuously Cumulating Meta-Analysis and Replicability	many_labs	1	0	1	1	0				2	1	candidate_bibliographic_paper=1	needs_triage_search_lead=1				steps/searches/figure1/corporasearch-citation-snowball-known-replication-corpora.json	Continuously Cumulating Meta-Analysis and Replicability
cluster_dataset_of_social_psychology_in_japan_during_covid_19_a_30_wave_panel_january_20_248bc39659fa	low	9	deprioritize_or_context_review	singleton	Dataset of social psychology in Japan during COVID-19: A 30-wave panel (January 2020-March 2024).		1	0	1	1	0				2	1	candidate_bibliographic_paper=1	needs_triage_search_lead=1				steps/searches/figure1/corporasearch-domain-expanded-crossfield-replication-datasets.json	Dataset of social psychology in Japan during COVID-19: A 30-wave panel (January 2020-March 2024).
cluster_deciding_what_to_replicate_a_decision_model_for_replication_study_selection_unde_c183577aeb9f	low	9	deprioritize_or_context_review	singleton	Deciding what to replicate: A decision model for replication study selection under resource and knowledge constraints.		1	0	1	1	0				2	1	candidate_bibliographic_paper=1	needs_triage_search_lead=1				steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json	Deciding what to replicate: A decision model for replication study selection under resource and knowledge constraints.
cluster_feeling_the_future_a_meta_analysis_of_90_experiments_on_the_anomalous_anticipati_c903e061a9fe	low	9	deprioritize_or_context_review	strict	Feeling the future: A meta-analysis of 90 experiments on the anomalous anticipation of random future events		2	0	2	2	0				2	0	candidate_bibliographic_paper=2	needs_triage_search_lead=2		title:feeling_the_future_a_meta_analysis_of_90_experiments_on_the_anomalous_anticipation_of_random_future_events		steps/searches/figure1/corporasearch-domain-multifield-replication-database-effect-size.json	Feeling the future: A meta-analysis of 90 experiments on the anomalous anticipation of random future events
cluster_high_trans_ethnic_replicability_of_gwas_results_implies_common_causal_variants_3eeddefba1dd	low	9	deprioritize_or_context_review	strict	High Trans-ethnic Replicability of GWAS Results Implies Common Causal Variants		2	0	2	2	0				2	0	candidate_bibliographic_paper=2	needs_triage_search_lead=2		doi:10.1371/journal.pgen.1003566 | url:https://doi.org/10.1371/journal.pgen.1003566 | title:high_trans_ethnic_replicability_of_gwas_results_implies_common_causal_variants		steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json | steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json	High Trans-ethnic Replicability of GWAS Results Implies Common Causal Variants
cluster_is_psychological_science_self_correcting_citations_before_and_after_successful_a_7053379fe8ee	low	9	deprioritize_or_context_review	strict	Is Psychological Science Self-Correcting? Citations Before and After Successful and Failed Replications		2	0	2	2	0				2	0	candidate_bibliographic_paper=2	needs_triage_search_lead=2		doi:10.1177/17456916211072525 | url:https://doi.org/10.1177/17456916211072525 | title:is_psychological_science_self_correcting_citations_before_and_after_successful_and_failed_replications		steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json	Is Psychological Science Self-Correcting? Citations Before and After Successful and Failed Replications | Is Psychological Science Self-Correcting? Citations Before and After Successful and Failed Replications.
cluster_manybabies_4_helpers_hinderers_registered_report_materials_bd1f258e54f2	low	9	deprioritize_or_context_review	singleton	ManyBabies 4 helpers/hinderers registered-report materials	many_babies	1	1	0	0	0				2	0	corpus_or_database=1	not_included=1				data/derived/effect_inflation_dataset/plot3_preregistered_source_catalog.csv	ManyBabies 4 helpers/hinderers registered-report materials
cluster_no_more_hunting_for_replication_studies_crowdsourced_database_makes_them_easy_to_afb9ac0050a6	low	9	deprioritize_or_context_review	strict	No more hunting for replication studies: crowdsourced database makes them easy to find	fred	2	0	2	2	0				2	0	candidate_bibliographic_paper=2	needs_triage_search_lead=2		doi:10.1038/d41586-024-02598-w | url:https://doi.org/10.1038/d41586-024-02598-w | title:no_more_hunting_for_replication_studies_crowdsourced_database_makes_them_easy_to_find		steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json | steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json	No more hunting for replication studies: crowdsourced database makes them easy to find
cluster_part_1_replication_data_for_parental_labor_supply_evidence_from_minimum_wage_cha_19fe36b8b6c8	low	9	deprioritize_or_context_review	singleton	Part 1: Replication Data for Parental Labor Supply: Evidence from Minimum Wage Changes		1	0	1	1	0				4	0	candidate_individual_paper_or_package=1	routed_to_individual_paper_search=1				steps/searches/figure1/corporasearch-repository-expanded-replication-corpus-database-package.json	Part 1: Replication Data for Parental Labor Supply: Evidence from Minimum Wage Changes
